score(/3)	tweet_Id	tweet_text
3	845893782767915008	RT @DuhaAbuHumaid: برضو نفس ما حكت هديل .. " الجملة الصباحية لكل يوم احد لما اطلع ع مؤتة .. 😅 " https://t.co/A6rp5Geonw
2	845893833116278784	RT @sofiatazimaroc: كل شوي يسألوني شو تغير في وشو صرلي عنن يختفي 🎶🎶😍😍 #عم_بتعلق_فيك  @NancyAjram jadoooooooore https://t.co/AaDPar2pVZ
3	845893873654288384	@DanaAlQassas مش قادره اكل اشي بتعرفي هاد الشعور الي تشوفي اكل او بدك تاكلي بتصيري بدك تستفرغي ! الـGaging ؟
3	845893907296780289	تورطت وصرت عربي العمى على سنة هالحياة شو بتخزي
3	845893992382431232	RT @superahmed3: انا عم بلش حبك انا❤️ @NancyAjram https://t.co/Li9j9d5gqx
2	845894013471379457	RT @noura_maro2004: نظراته الحزينة مو طبيعي شو معبره 😢😢😢.      #CesurveGüzel #TubaBüyüküstün #KıvançTatlıtuğ #CeSüh #CesurAlemdaroğlu https…
2	845894054898520065	@Ma197x  تؤبرني توني ؟! الحمدالله انك مو لبناني
3	845894069435936768	RT @heba_shatnawi: ع فكرة ما في ولا ام بحياتها حكت لبنتها هيك و مستحيل اصدق 🤔🤔🤔 مش عارفة انه لهالدرجة الشباب ماكلين بحالهم مقلب و مفكر… 
3	845894092173258756	حدن بيعرف نحنا شو منستفيد بِ بلاد الأرز بً تقديم وتأخير الساعة كل ستة أشهر؟ #صباحو
3	845894121592107008	شو نفع نقدم الوقت ساعة .. وسياسيين هالبلد عم يرجعوه سنين ؟؟  شو نفع نقدم الوقت ساعة ؟؟ والاعلام وبرامج... https://t.co/BRheOYNezq
3	845894122342961153	معقول الجو شو حلوو 😍😍
3	845894136821624832	شو أحسن نظام ؟
3	845894154995544065	RT @017sahab: #وش_موهبتك  الله وكيلك كلي مواهب😍 عاد مدري شو اكتب وشو اخلي😊🙈 واحلى موهبه الــ😴
3	845894175757357056	شو صحاني عل 9 و انا معطلة
3	845894251082911745	بلش الصيف يلا نجهز موسم البحر 🌶 (@ Kuwait City in Kuwait) https://t.co/bNsp3BpRW8 https://t.co/JLrQY5yIYr
3	845894283974627328	RT @OMEBRAHEM_1979: عاارفين ؟؟؟ شو يعني تماام !! يعني بلاوي الكوون في بس ما في گلاام !
3	845894286235369473	@RashaAlhadeed طيب بلكي هو سارقها كمان ؟؟!
3	845894316346216448	هاي 🐍 شو بتقربلك؟
2	845894368485629952	@p_center_sy @YouTube فلاش شو تعني
2	845894380028411907	RT @alking_28: #اوامر_ملكيه #وش_موهبتك  نفسي اعرف شو موهبتي بالحياة !🤔  غير الأكل طبعاً 😂  صباح الدوام والتفائل 😂✌️💕
3	845894421879181313	RT @Fara7rf: اليوم عطيت عمو ختيار قداحه... قام قللي "اهم شي بالحياه الحب و حساب بالبنك... غير هيك ما في شي بيهم"
3	845894434843738112	RT @news_ger_chekel: شو حلوة كلمة #نجوى_كرم وهي عنجد هالقد لبنانية 👍 #arabsgottalent
3	845894457660715008	@Mariam179 بدك ياني بعلمك كيف😒؟
2	845894584148348929	لحمة؟ شو يعني لحمة؟
3	845894610958323712	RT @chezsafi: على شو // جوليا بطرس https://t.co/s3y5p3s46G ❤❤❤
3	845894641065054208	#هل_تعلم إنن كلهم متل بعض وما تشد ع معدتك كرمال حدا
2	845894661420015616	هجرك بيحرقنا لكن شو بنقلك بدك تفارقنا الله يسهلك
3	845894664469303296	اذا هلأ بدّعت  ابصر شو راح اعمل على امتحان ال ٤😒🚶🏼
3	845894730345054208	RT @II_nasreen: #فيروز   تذكرتك ياعلياء  وتذكرت عيونك  يخرب بيت عيونك ياعلياء شو حلوين https://t.co/FbSbSu0Ir7
2	845894834502205443	@lllblackll شو قلت؟
3	845894868991803392	شوق عظيم لـ هون ..
3	845894942845231106	يما اعطيني مصاري بدي اطلع مع صحابي؟ يما يا حبيبي معيش مصاري؛ والله يرضى عليك بلاش تطلع الليلة ...  يا الله يما... https://t.co/pFv6obK0uO
3	845895025078751236	@JoannaChidiac هيدا الحكيم شو بفهموا ما شي هيدي المشكلة 😂😜 https://t.co/7eXEmQRxL5
3	845895037326110720	RT @ShartoniFriends: #ليش_نازل_تتظاهر لأنو بـ #زمن_المقاومة  صار #سامي_الجميل_يمثلني وهوي بفهمك شو #دورك_كمواطن #سوشيال_فلسطين https://t.co…
3	845895086420508672	RT @MousaAlomar: 1500 شبيح من قمحانة يقاتلون تحت صباط الخسيس الذي يعتمد عليهم اكثر من العلويين لا يوجد نقيصة من اجرام وسلب ونهب وقتل الا وا…
3	845895098709762049	@rhf_nh شو هيدا
3	845895099175387136	@PhilIo_Z @AJArabic ايري بالعرب شو حمير
3	845895134533308416	شو نوعه بنج الأسنان اللي بيضل تأثيره لتاني يوم 😭😭😭
3	845895148005441537	@limaz_n ولا أنا ما قدرت يعليهن 😥 الله يستر  بلكي بلحق محاضرة الساعة 12 😅
2	845895160722604032	@RahafALBarasi العراق بلكي
3	845895167026610177	@noaaaf121 @AJArabic كس امك شو حمار
3	845895206079774720	#انداري https://t.co/PAc6OpIs3d
3	845895225671344128	RT @abdfares96: شو حلو الزمان يجمعنا ونقول .. ماعاد في نسيان ونلتقي عطول #NowPlaying “Ouaa Tkoun Nsit” by @JuliaBoutros1 on #Anghami https:…
3	845895241571979264	يعني انداري 😂😂😂😂😂😂😂😂😂😂😂😂 @heba_shatnawi https://t.co/JK7BAJ7zR5
3	845895302632628224	جيبولي سيارة مشان الانبياء ! 😢
3	845895326733086720	RT @AyaMahmouud__: شو بخاف دق عليك ومالاقيك شو بخاف بنص الليل ماحاكيك
3	845895385721815040	@BSTASHYA  مروقه ومبسووطه + أحتسي قهوتي السآخنه 😌❤ شو أخبارك انتي وكيف صبآحك ؟🙊
2	845895387588317184	او واحدة تؤبرني حتي طيب!
3	845895397579067392	RT @HoseinMortada: خبرتوه شو صار بجوبر وشوشوه بلكي ما عرف😉😉😉😉😉😉😉 https://t.co/Oqm33LbroK
3	845895442223300609	RT @HoseinMortada: شو صار معكم ما ع اساس الفزعة وخلص  😂😂😂😂😂😂😂 https://t.co/OTsEabAc4M
3	845895501929205760	ياارب هون
3	845895527820673027	RT @wardkhalifeh: صار في شتا و ثلج و اعاصير بالخليج معقول يصير عنا مصاري !  😆🙈
3	845895635438125057	#اسم_على_مسمى هل انتي تالا شو معنى اسمك و صفاتك https://t.co/KvVbTM3YVx #احلى_صباح
2	845895724302827520	@bilarakib 😂😂😂😂😂😂 كس امك شو حماره يا ختياره 😂😂😂😂😂
2	845895778245775361	RT @MousaAlomar: يا ويليييي شو صار فيهم ... مقتل وجرح 150 من مرتزقة ايران بريف حماه الشمالي .. بصاروخ تاو مبارك .. تسلم الايادي .. https://…
3	845895785539686400	شو مين ماخذة..  رجل من  كاليفورنيوم مقنطر بال  سيلينيوم
3	845895862798692353	@Falstenyeh حبيبتي منال   شكلها دائرتك منغلقة ع فئة معينة منهم وسعي دائرتك شوي ورح تعرفي عن شو بحكي
3	845895989827452929	RT II_nasreen: #فيروز   تذكرتك ياعلياء  وتذكرت عيونك  يخرب بيت عيونك ياعلياء شو حلوين https://t.co/yhfjiHFU81
3	845896039202799616	@reemee_19  روء روء خيو شو مالك معصب 😘 الدعوه ضحك
3	845896044139483136	RT @GeorgeNajjar6: @abdonajem1 @khotyar1 ومساك عبدو حبيب القلب انت و ختيار
2	845896046958051329	@jujualsuhali يضرب الحب شو بيزل😜
3	845896056965607424	RT @GeorgeNajjar6: @khotyar1 يسهد مساك ختيار و للجميع
3	845896068944551936	@Falstenyeh والله بالنسبة الي اغلب الفيمينست شفتهم هون وقحات
3	845896128335958016	@RaghoodaSa11  اي حدا يناصر اي قضية مش شرط يكون محترم شو خص القضية بأخلاقه؟
2	845896175941140481	قول إنى منيح مايجراش حاجه
3	845896180185878528	@sahamasaa شو يعني؟
3	845896192458461188	https://t.co/RSba2l0S8E على شو مستعجلين في وقت هيك قال مبدع من بلادي ⁦🇱🇧⁩⁦🇱🇧⁩⁦🇱🇧⁩⁦🇱🇧⁩⁦🇱🇧⁩
3	845896236393795584	RT @neda2alsma2: لو فيك تحكي للحبايب شو بني
3	845896330228776960	بعده ما خلَّص شو !! https://t.co/rR94DyhZ6L
3	845896348419416064	@Artorl_2030 😂😂😂😂اعترف شو مهبب
3	845896405214527489	RT @moamen544: ليش بالحب كلو بيمشي بالعكس ال ما بتحسلو بحس و بيتمناك ليش القلب اللي بدك ياه وبس جواتو غيرك شخص  وما بدو ياك💔 #نسخة_منك
3	845896406124695553	@Areej496 😱 شو يعني هالشي موجود عنجد 😂
3	845896428950093824	@qudsn مش باقي اشي تبيعه كنا بنقاتل على فلسطين التاريخيه اوسلو ضيعت 70 بالميه انت ايش بدك تتنازل بدك تكتفي برام الله؟؟
2	845896446444552192	أنا لا  صريح ولا وقح ^_^ أنا حمدي حجازي واذا نسيت مين حمدي افتكر منيح
3	845896474701500416	RT @bayan_khaldi: يعني انداري 😂😂😂😂😂😂😂😂😂😂😂😂 @heba_shatnawi https://t.co/JK7BAJ7zR5
2	845896505617760257	انا والتهامي معاك  😂😂😂  @ahmedeltohamy97 https://t.co/Bj0fciIHBC
2	845896540518518786	شو بتقول لهذا الجوال ؟! https://t.co/guMjhzl93r
3	845896624551448577	RT @MirageOB: اروح العب طرنيب وتريكس شراكة أخسّر العالم واجلطهم بجواكر واتسلى أكتر من هون
3	845896634252824576	نفسي اضحك لي بكره حد يقول نكته يضحكني  ههههههههههههههههه تذكرت ام محمود الي بجميل وهنا تقول يبليه  بقتلو القط الي عندي شو بيحب المخلل 😂
3	845896684630691841	@ibnaji لاتربط الاحلام بشي منيح او لا🌚
3	845896719028097026	@D_J39AJ39 شو هالحاله
3	845896741484449792	@1410_1432  اجل انتي مبدعة شو ممكن تسمعينا  شكلك ختمتي اذاعة طابور الصباح بالمدرسه 😂😂
3	845896776959901696	RT @saamsoum: @Jh_87bh7 لكنها لسا ما تخرجت من مدرسه منيره للفجور والعهر لكن امك عم تعتني فيها منيح لتتخرج لتساعدها باداره المدرسةhttps://t.…
3	845896777421242368	@shades1811 🙏🙏🙏 الله يوفقك بس بدك تخلصيه على التويتر؟!😂😂😂
3	845896779057025025	معيش مصاري ولا سيارة وخطي مفصول ومكانش في داعي اداوم بس اجيت لإني غبية وهلا بدي اروح وفش حدا يروحني ولازم ادرس للإمتحان وبس. صباح الخير🤦🏽‍♀️
3	845896820794511360	يا باسيل ارتاح   شو بدك بصيدا و بهمها . نحن مبسوطين انه بصيدا حاملين القضية الفلسطينية و حاملين اهلنا اللاجئين... https://t.co/e8aVXs5QzR
2	845896878415904770	ياااه شو اديش صرلي نايم حتى خلص العالم!  اكيد عم تسلبوها . ولي ليكون جد (°٥°)  نازل عل الحارة لشوف القصة 📣ابو عبدو https://t.co/tc0nKPVIKr
3	845896966676602880	@maruoh5 على مهلو . شو صاير عليه .في وقت 😘😍😍😍
3	845896973689376768	أعداء السعادة و الاستقرار   شو هالعالم هي ...   حسبنا الله ونعم الوكيل   #pts
3	845897074822537217	RT @_is11i: ياليلّ شو حلو ! https://t.co/x7Bhtv5Flw
3	845897080266743808	@Mohd_NazmiSaeed شو هي؟
3	845897142728343553	RT @GrybwRawzaba: @maruoh5 على مهلو . شو صاير عليه .في وقت 😘😍😍😍
3	845897152169721858	@daliamubarak والي يحبك شو بنقلو ؟🙄❤
3	845897167546040320	@ZMajd94 يسعد صبااااحك شو حتربحنا مليونين ريال عند هلصبح
2	845897169274114048	RT @kasimf: قال شو قال: الغرب هو من تآمر وحرض الشعوب العربية كي تثور على حكامها. لو كان ذلك صحيحاً لما عاد كل عملاء الغرب إلى... https://t.…
3	845897193642971137	@HnaY505 شو ؟
2	845897198319652864	@DubaiPoliceHQ  السلام عليكم عندي مخالفة عدم ربط حزام الامان مع اني كنت رابط الحزام يوم خطفت على الشرطي شو الحل .؟
3	845897272575459328	RT @UrbytesChyou: شو يعني دسمة؟ بدنا قنينة كراش بعدها؟ 😀😀😀 https://t.co/eoTZYutksI
3	845897333481050112	RT @karkar1978: عريس بعد أرسل هدية للكوافيرة يلي جهزت العروسة فيها آيفون 6 لما فتحت العلبة لقت  فيها نوكيا 3310 ه ورسالة مكتوب فيها… 
3	857481072304689154	@ahmad1403 @SaudiCon18 بالله شو وقت واحد بيخون مرتو بيقولو مقصرة معو لو كافيها مادورت ع غيرو
3	857481157927194624	سنان يقطعو شو كرهتو .. حسيت عم بيحاول يقنع زينب انو تورنا عايشة بسعادة وانو بحاول يبعد زينب عن تورنا وقح 😂😂 #anne #cansudere #annedizi
3	857481187618631680	RT @eng_shoroqq: - الله ينولكم إلي فبالكم يا ولادي ويقطع نصيبكم من الفقر والعوزة . شو حلوة هالدعوة ❤👏
2	857481193595580417	@bobbahussain @maroShawol أوووووه شو كيوت 😍😍😍😍
3	857481274138664960	@EsraaAwaysheh @ranyahabaybeh اثار الحكيم كان الها مسلسل بتحكي دايما في "السمس طلعت يا سي حمدي" حدا بتذكر شو هو؟
3	857481308750184450	ماشي حبو ياكبلز بس مش عال8 الصبح 😂  شو الرواق الي عندكو  😷
3	857481395416989697	@Bassam_Bisoo71 @h431958 لا اله الا الله شو هالاجرام هيدا !!! يا رب دخيلك القتل اسهل عليها يا ويلن من الله ..كفرة  ايمتى الدنيا ح تنتهي !!!
3	857481490006978560	@Medoamoudi1 يزم شو الحياة هاي انتحر احسنلك
3	857481511502794752	منيح ما الي اخت تلطش جلبابي اخواتي بيخبوا الجاكيت عن بعض 😂😂😂😂😂
3	857481591639224320	Real:12/19/04/10/14   47.8% Barca: 09/05/13/08     29% ماحدى يسألني شو هاي.... او كيف طلعت. 😉🤔😄
3	857481623792693249	ع قولت واحد بدك تتخرجي بساهل شكرا
3	857481650632085505	من زمان ما شمينا الروايح الحلوه مشان الله
3	857481679706968065	RT @RadioArddi: الشهيد باسل الأعرج #المثقف_المشتبك يروي لنا : "طلعت زلمة ارجع زلمة"  لوالدة باسل ولولدة ناصر ابو حميد وكل ام أسير... https:…
3	857481759713361920	بدك تبقى فيك..   وبدك تمشي فيك..   هلأ مابيعنيني امرك 😌..   ولا بتأثر فيك....
3	857481773265166337	لهيك منفهم انه طالما هالنقاط ممنوع الخوض فيها لازم يصير في طلب تاني او يتم صفقة تنازل عن هالنقطة مقابل مدة سجن قصيرة بس بدك من يعملها
3	857481844551536640	@AboAmirMohamad1 شو فيها وجع. بس حلوة. صباحك خير
3	857481899354312704	RT @oooaaa1989: @samialothman_ اللهم نسالك العفو والعافيه هو بشار شو سوالنا لحتا نحبه اخو ....الله لا يوفقو هو وكل من يأيدو عميل اي… 
2	857481958112337920	@naddour_george متل الشير عالفيس والكوتويت متل الشير وفوقا بدك تكتب واذا ما فهمت شي حكيني
3	857482013795913731	الناس رايحة دبي تتسوق وتشرب وتهيص او تشتغل    شو بدكوا بالمذهب يا عرصات
3	857482064370814977	شو قال طيران مانو  مصلي  على النبي نازل ضرب بأولاد العرص  الفقيه 😂😂😂😂😂
2	857482066774171649	@FerasAmro ههههههههههه شو هذا يا مرسيل يخررررب بيتك زيدك ضحكنا
2	857482134080061440	شو مين ماخذة..  رجل من  فلور مقنطر بال  مايتنريوم
3	857482149980766212	@naddour_george فينك تعمل ريتويت لرد الكومنتات وللتويت العادية  كلشي عادي هون عميل للي بدك ايا
3	857482180595003393	شايف البحر شو كبييير🤦🏻‍♀️
2	857482306776387584	@cnnarabic @cnnarabicsport جمهور الهلال الملكي مع عموري وخل نشوف جمهور الانديه الثانيه شو بتعمل
2	857482341274529793	@kalad_qq8_ اححححح معذبيني شو اسري فيهم
3	857482356533452800	ادعو ليوسف ي جماعة هيقدم الامتحان هلقيت
3	857482375328129024	يعني سنان أناني .. علي صح وقح وبدو بس يخرب علاقة زينب و سنان بس بهاي النقطة منيح انو راح يخبرها بس المشكلة مش راح تعرف عن جاهدة للأسف #anne
3	857482379270729728	RT @Ronaldo07900: وحدة بتسأل حبيبها شو بدك تهديني على عيد الفلنتاين ! 🙈🙈 حكالها بدي اهديكي عالصراط المستقيم ونتوب ونترك بعض .🐸  تكبيررررررر…
3	857482397926993925	@khotyar1 @CharbajofRodmen @bcherawi @Sabihakhalil2 @LaraElbarrak @Nathalouna @zabataringo22 يا ختيار هاي كرسة تعذي… https://t.co/4sMHsOE7sq
3	857482513819852800	@__s24_ الله عليكي شو مثيرة
3	857482555381002241	شو بدك بمكان شغلي! 😅
3	857482564772257792	كيف نسميه جبان وهو يقصف؟!😳🙄 عب لو ما جبان شو كان بيعمل؟🤔 https://t.co/ZBcde7tYoC
3	857482577925550085	@Majd_elarabi ليش شو بتعمل ايران عم تدفع
3	857482656078057472	@Rafedi313 @v00XoLCJs964Ql8 شو بدك بهالنزلة
2	857482661555818496	@FetomSaksyh صباح الخير .. ما بعرف شو جابك على عقلي من الصبح
3	857482665452351489	يعني شو بتتوقعو من واحد يومه حيخلص عال ١٢😍😍😍
2	857482672922341377	@HadiALi91766009 @Majd_elarabi شو دخل السعوديه بالنص
3	857482701506531329	ليش احكي انا هيك هيك مش عارفك بس يمكن هالشي يكون منيح
3	857482745676787712	RT @Wazzobb: عزيزتي الفتاة: لا بقى تفكري حبيبيك شو عم يعمل وبشو مشغول ! يعني شو بدو يعمل¿¿¿ يا مدفوس نايم.. يا عم يظبط غيرك نسعى لنشر الحقي…
3	857482754606419969	ربنا يوفقو ان شاء الله https://t.co/oWqVuUeXeT
3	857482820914163712	@Lina_M93 شو الي كان مدهور ؟؟ دقص ايدي اذا بتابعي كورة شكلك ناسية ملقا واليوفي ذهاب واياب ورا بعض ذاكرتك صغيرة وقفت عند مباراة وحدة
3	857482886500438017	رح كون بكرا مع ننوس مباشر على  مسرح #سوق_التنين2 بعتولي شو بدكم اسألها و بشوفكم بكرا #نانسي_عجرم… https://t.co/e5BUA7IeIz
3	857482938849644544	جيل لم يعش تجربة الاضراب الشامل  بدكم تطولوا بالكم عليه  كم تجربة ويصير الوضع تمام  بصير يعرف شو لازم يتسكر وشو... https://t.co/hFjHpdWmiI
3	857482992775835648	@27mDoOo شو يعني اندعم😂 قصدك انعدم؟
3	857483059737882624	شوف شو عملوا مع غيرك .....  بتعرف شو رح يعملوا فيك ....
3	857483083297292289	@Medoamoudi1 لا شو الخطيبة   احنا اهم محدش هينفعو غيرنا خصوصا فؤش
2	857483153170149377	اهلي لسا هلقيت عرفو اني مأجز 😂😂
3	857483204185513984	@Nouranhrahsheh1 منيح ما رحت 😂😂😂😂😂
3	857483275111104512	@Sheikh_khalifah مرحبا .. بدي ابعت الك فيديو شو طريقه
3	857483386444709888	RT @lama25280: عمرك ما تشوف شو #ناقصك. دايما شوف شو ربنا #أعطاك وإحمد #ربك دائما وابدا ❤ #الحمـّدلله على كل اشي😍!
3	857483435597869056	هسا القفلة حسيت للحظة انو زينب من تعابير وجها انو مش حامل ابصر كيف بس اتوقع حامل وله شو بدهم يخترعو انها يعني مريضة بمرض حامل عالاغلب #anne
2	857483468346806272	ضرب المجروح قمة الجُبن https://t.co/cTPs6m5dDm
3	857483545576697857	الاذاعات المحلية شو قصتهم!! هم مش جزء من الوطن!!
2	857483585707790336	@CharbajofRodmen @khotyar1 @bcherawi @Sabihakhalil2 @LaraElbarrak @Nathalouna @zabataringo22 تعني العزوبيه والعزاره اكيد..مش هيك ختيار
3	857483611444064256	@zedan391 ههههههه متل ما بدك
3	857483684311691266	تذكر شو كنت تقلي مهما يصير  انتظريني وضلك صلي  الله كبير
2	857483687323160576	@HosseinShamas هي تلاقي كلب سلاقي يقبل فيها و كل شي منيح
2	857483699205664768	وااال لهالدرجة مدايقتك يعني ياخي انا ما بدي احلل راتبي انت شو زاعجك 😂😂😂😂 حسبي الله بس
3	857483705765560323	RT @ghaddarfatme: @NohadMachnouk @shazabassal بكير شو صاير عليك خليك نايم احسن
3	857483714103824384	ياحرام شو تبهدلوا السوريين !!وكله لعيونك بشار!! ربي ياخذ عيونك https://t.co/DtbRQ8SqjW
3	857483719137001472	يا وئام فيق ...فيق ياوئام. الجماهير ناطرتك لتعرف شو رح يصير بعد المطار.
3	857483759616241664	RT @AliKhalil66: #الحياة_ب_تكمّل وقت تكون راضي لا حامِل هَم… ولا ذِكرايات عالفاضي لتعيش وبالَك مِستريح مع الناس خلي فِعلَك منيح وسكِّر بواب…
3	857483925857472512	@Amera13Maa22 تسليك شو بالضبط
2	857483939342151680	يسلم عمرك يالله شو بحب نغاشتك حتى على الاسك مش خلصان منها — 😂😂😂😂😂😂😂😂😂 https://t.co/gWg8dKGeX6
3	857483965405515776	RT @2113f83aef0f42a: شو تعليقن على كلامها ؟؟؟ https://t.co/geJr1myEKC
3	857483974020669440	RT @MWEHBE: @CharbajofRodmen @khotyar1 @bcherawi @Sabihakhalil2 @LaraElbarrak @Nathalouna @zabataringo22 تعني العزوبيه والعزاره اكيد..مش هي…
3	857483979557154816	ع سيرة الغارات على مطار دمشق..  شبيح النظام طالب ابراهيم كان عم يقول ع احدى الفضائيات من يومين انه روسيا راح تزودهم بمنظومة دفاع س 500 😱
2	857484033294348292	شو قصة عادل بنت الجبير؟بيغيب ٩ اشهر يلبس تياب النسوان و بس يولد من عشيقو بيرجع بدو يشيل الاسد من سوريا. حدى يقلو انو متل الرغوة في تم الناقة
3	857484120389279744	@bird99_b والله كلو وارد  هول بيقنعوا ل ما بيقتنع  بيكبوا مصاري
3	857484218590429184	@Hazza3_khalaf @XONNAFh أها اذا هيك منيح 🏄 أصلا ما ستوعبت هالشي 😂😂😭
3	857484257496903680	هسا خلينا نحكي جد لو حكتلك مين انا ممكن نتعرف شو رأيك — مين ؟؟؟ https://t.co/OdAszQtsFG
2	857484269693927425	RT @JuanitaMason28: والفحل مقوم ويصورني اللى بدو #منحرفه كام يفوت شات هون https://t.co/HPj3K2y6Cv متسلطه فاجره https://t.co/6IDLl4pAeH
2	857484470240387072	@GebranKG @elissakh انا بحب لبنان كرمال اليسا
3	857484546274729984	الحياة حلوة بس انت ما معك مصاري
3	857484561550364673	ما بعرف شو تعريف نجاح اللبناني عالمياً و فشله ع ارض الوطن🤔 https://t.co/YyxjT5AFAV
3	857484606278426625	@Samia20Kram @kasimf لازم نصير يهود مشان العالم تحترمنا وتقدر انو نحنا بشر .
3	857484628818579457	RT @emyben13: #كنزة 💜 اضحكي يخرب بيت ضحكتك بضيع شعوب ووطن 😍🙈 @Kenza_Morsli #KenzaMorsli https://t.co/vAdPEG8CL6
3	857484639094657024	@turkyepost شو يعني تحييد
3	857484639505666048	صاحيين لا عارفين شو ورانا ولا شو علينا   الاجازة هاي ملهاش أي تلاتين لازمة ✋   صباح الخير🙏
3	857484640306819072	وشوفى انا فاضى إذا بدك نطلع نلفف ع الفاضى.
2	857484647806251008	شو مين ماخذة..  رجل من  نيهونيوم مقنطر بال  فوسفور
3	857484713115746306	RT @mob_flanh: الشعب كله نظارات طبيه شو هالعمى الي ضربكم فجأة
3	857484755918614528	#عيب_يا_وزير_السياحه_اللبناني صباح الخير اسا الوزير ما فكر يعتذر شكلو ما بيعرف عربي اذا بتريدوا يلي بيعرف ارمني يحكيه بلكي بيستوعب
3	857484769902383104	RT @NourOusama: النداء الاخير لركاب الطائرة المتوجهة الى لبنان: انتو واعيين وفايقين ع حالكن شو عم تعملوا ولوين رايحين؟
2	857484790559371264	@ma11saa س هسا بعد راح ترجع متل الأول بعد خسرت الشغل   وتورنا راح تحس انو ما تغير اشي بحياتها بتوقع هسا تورنا تصير ادور ع زينب مش بعيدة
2	857484841885020161	RT @JuanitaMason28: احلى طلعه بكوفي شوب للتواصل معى فوت بالشات تبعى هون https://t.co/9YgZksazfK مطيعه #محرومه  #خوال https://t.co/xTSDH39DZE
2	857484968863432705	RT @7ambolo: نصيحه بس للبنات تعرف هي بتكلم مين وبتحط ثقتها في مين قبل اي حاجه عشان ماترجعش تندم انا مش مثالي ولا بعمل شو بس بتكلم في واقع ب…
2	857484966904692736	@drjoharji دكتور شو رأيك بهذا المنتج ؟ https://t.co/yjp1fQ2pFy
3	857485004955320320	@ahmadhm99 منيح .. بعد ما خلصت الصبحية 😅
3	857485108798005248	RT @pierreakiki: بدك دولة؟ ما تفكر بطايفتك  لأنو هيي بدا ياك معزاية عندا. فكر بحقك كانسان ما يموت ع باب مستشفى ولا يتبهدل ع الطريق
2	857485202926563329	@hadilaziz كل مش عارف شو بابيها مش عارف ايش
3	857485211571027968	لك مشان الله حاجتك جلااااقة من عند الصبح
3	857485272203841536	هون على الاسك صعب اما اذا بدك حط اسمك تاع الفيس وانا ببعتلك طلب وبحكي معك على الفيس … — اسم الفيس بوك نفس اسم الآسك https://t.co/sDjxb52mZK
