score(/3)	tweet_Id	tweet_text
2	858003458212978688	RT @0_bebo: @AAA12158574 @shayitana @IlQh4 @3lomcom على كيفك ماتصرف ولا فيه بيت ولا شي وتتشرطون ماتبون عيال ايش ذا الزواج وكمان… 
2	858003692452282369	@3laa_Cyrenaica والله انت باهي اقسم بالله انت😡
3	858004456817995778	@mohamedhilale91 علاش الفوطو تاع بيونة بالذات 😜😜😜
2	858004613517201408	RT @W4FagvzM4KTrS23: صورة بنات في حفل تخرج هي محور الحديث طول اليوم.. هاو پاثيتيك
2	858004627568156672	الدريات لي ميقدروش ينوضو للسحور جبت لكم الحل😎 . . . . . . . . . . . .  عطيني النمرة ديالك نصوني باش تنوضي... https://t.co/j9pwnHjeDw
2	858004747307102210	ماشین حساب مخصوص افت ولتاژ موتور Spreadsheet https://t.co/SyUClMQzY1
3	858005021618839552	@Veryharam_  😂😂 غير باهي الي عطلونا الاتنين هما
2	858005069337432066	@shweqa_ لا حنا بش عادين بس الاحاسيس عندنا فواره
3	858005271603367936	فين غادي نلقاها الله يفتح عليكم https://t.co/JzjAgQnvch
3	858005286728192000	الناس زمان كانوا إما مشاركين ف الدم و القرابة أولا مشاركين غير الملحة و الطعام   دابا ولينا مشاركين الدلاح ديال شيشاوة و داكشي ...  :O
3	858005463954321408	@chams90413482 @Nina19950121 @Rose_bladi هذي شوية تقول فيا كلام زوين شوية كتقلب عليا 😓
3	858005600629927937	@jihanoo4 @hudaarqoub ههههههه نجي غا انا باراكا مبغيتينيش
3	858005624898158592	طرح علي طالب هذا السؤال بلهجة واثقة : الرجل السوي ما يقدرش يتحمل أن مراتو تمارس الجنس مع رجل آخر.. علاش عندنا... https://t.co/uWeTAyZZJT
2	858005702954164224	من يقول العمى بالعين ماهو بصادق كم عينٍ تشوف الدرب والقلب غادي
3	858005952498470912	@chams90413482 @Nina19950121 @Rose_bladi دبا واخا زوينة و لا حمقة 😐 اش قالت 😂
3	858005981955059714	@Nina19950121 @fassitanjer @Rose_bladi ههههههههه كاطططرجم مزيان ياك بعدا 😄
2	858006052884885504	RT @abdalhkem434: يا صباح الخير حي هاك الصباح              مثل بدر هل فـي عز الربيع  عطرك الشامي أذا صادف رياح       لامشيتي تقصر اخطاك وتض…
2	858006058119417858	@emamemad1 @khansamouniem أنت بالزات تسكت  ياخي أنت بتقعد تفتش تويتات قديمة  تعال هنا أنت قاصد شنو هنا 😂😂😂😂😂😂 داير… https://t.co/Z4zTqk9qvB
3	858006274616774657	@AFC_A7S @Hemixy باهي لو فرنسا فازت ب اللقب
2	858006463284994049	@IOI4ZSSnJJMSIzQ باهي بالنجاح ان شاء الله 😄
3	858006505261600768	منافس رسمي كوكاكولا في لمغرب هو اتاي
2	858006595707469825	بركان    كرسي الاعتراف 😂😂😂 بني جديد ولا شارع الحب ولا شارع الدهب ولا زنقة ابن سينا غير كولولي السمية الحقيقية ديالو ها العار 😂😂
2	858006746828341248	@Wsue5ggQ2T7ylay @housingoman بش مهندس كل التوفيق في مشوارك القادم كما عودتنا ان تسهل للناس حتى يسهل الله عليك
2	858006780554752000	RT @Gargabil: يكب سعد العار... دولة يعجز رئيس حكومة فيها ورغم كل صلاحياتو على فرض النظام بسلطة القانون. كيفاش نثقو فيه باش يحمي م… 
2	858006966806990857	لو كان حظي مدركٍ كل الادراك ما كان في بعض المسائل غلطان نمشي مع ناس يقولون خذ هاك ونااتي مع ناس ٍ يقولون عطنا
3	858007027959902208	@safasafa2339 صفصف توحشتك حبيبتي 😘💗
3	858007115880951809	صاحا ساغيو والله نسقسيكم : وغولام علاش ماخرجهاش للتوش ها رب هاه ^_^
2	858007121883017217	#هذا #ما #عصفته #سمائنا #اليوم (#البرد #تبروري) #بحجم #كبير الله إلطف بينا
2	858007197346934784	متقبلّه للوضع.. مؤمنه بالقدر..  لكن قلبي إذا أشتاق لفقيدي أش أسوي به...؟💔
3	858007262287335425	@NounouSkikda9 @nasmr12 شوف الفيديو جوابا على سؤالك علاش جزايرين يطردوا السورين! هاذا سوري يحكي على الواقع و سورين… https://t.co/npgv37fyW1
2	858007436619390977	@atefsokni علاش من الاولى
3	858007511017893889	RT @AADTB91: #النهار علاش متهدرش قناة العار على الفيديو تاع شمسو؟ اه قاسكم فالصح #مانسوطيش    https://t.co/0ZkBH3FHTv   #الجزائر  #Algeria
2	858007594291613696	RT @Smo0o22: يسعد مساء الي فقدني من الناس  لا غبت يفقدني ولا جيت /هلآ   يا سيدي قدرك. ع.العين والراس   هاك القصيد وفي قصيدي تسلا   🌺 مساء ا…
2	858007666366578689	@omsalem1995 لو من تفكير بش بش اثنين جان احنا بخير وين اللي يفهمون
2	858007896881328129	@iiiim3__ هاك ٥٠ الجديده بعد 🙇🏻 https://t.co/MACP0zLMJi
3	858008251887124480	RT @Abm_a3: هاك عيوني شوف فيها نفسك و انت تفهمني💙
3	858008334351335424	كلشي يشارك معانا دابا نااااليضة  شكون غادي يربح فيكم التليفون https://t.co/rB3CbOZrqi
2	858008574710218752	باهي مافيش حد بيخلق حديث ؟
2	858008869246820352	المغرب كاملو غادي للمراكش
3	858008911617687554	@meem_iiix وأنا يا حظني بش والله 🙊
2	858009015036633088	@WafaaAzza حبيبتي راني هنا 😘 توحشتك
3	858009032086433792	المهم فرنسا ماغاديش تبقا محلولة مهما كان الفائز فالانتخابات .. المرشحين بجوج عندهم خطة بوليسية غادي تفرع المهاجرين
2	858009044237389825	@Hallywoodz قديم فوجهو دينمو معندوش مع هادشي ديال دابا 😭
3	858009247317184514	@bGawc1BDyrgraI1 @maroukousaghira هههههه راه فات واحد مزطول هدا باين راه مكتر زطلة
2	858009330712530948	بغيت نكتب على شنو وقع فتطوان ولكن مافهمتش شنو واقع .. ولكن الفكرة العامة هي حشومة و فين هوما جمعيات حقوق الانسان... https://t.co/mbj9yPfaX9
2	858009448169787392	@sallo3a باهي كويس في حاجة .... في الي هنا ال3 لا 😥😱
2	858009476938567681	ياصاحبي هانت عليك المحبه.  ولا حسايف عقب هاك المواثيق.  جمر الغضا في وسط قلبي تشبه . نار حطبها يابسات المعاليق.
2	858009532777320449	أدري أنك شّخص طاغِي بالحضُور أنتّ باهي بس ما تشّد أنتباهِي.
2	858009547780313090	RT @AbdullahB966: ⛔️ولا احتكار الاراضي هوايه عندكم تدري شنوا ٣٠٠ دك يعني ١٠٠٠ سهم يعني ٣٠٠ الف دينار كويتي بدل ما انت معذب نفسك بالاحتكار و…
2	858009623470714880	@ETM73 لا مَش غادي انا فى امريكا
2	858009715292463106	@aliabiskra4 و الله كرهت نتي دايرة حاجة بنيتك هوما يحسبولها و يرجعوها حاجة اخرى بففففف مرض و الله
2	858009764944596993	RT @hamzasalih2: الي تلقاه راقد ريح  تلقاه اصلا وهو صغير مدارش سيور علي حاله وكملها سنكحه وكوارط بعد كبر لقى روحه  راقد ريح  معروفه فالحركه…
3	858009767914156032	@Schwarzenegger @Snapchat هاني باش نعملو خطة انا غدار و باهي لكن مانذبحش IM l Etranger
3	858009857525415937	رسالة الى كل الصفحات الخاصة بالفريق و الولاية  خلاص بزاف لعب ذراري لازم نوصلوا لاتفاق وينتا نديرو مسيرة شعبية... https://t.co/1R55tn2Fkj
2	858009917176918018	و قاعدين انقولوا علاش ربي منزل فينا البلي لا تعرفه #الجهل #مصيبة لا تعرفه مريحهم من قلة #التفكير https://t.co/lt0GSW2pQx
3	858009947094880256	RT @DZjokerOfficiel: غدوة الخميس فيديو جديدة «مانسوطيش» علی الثامنة ليلا ان شاء الله  Demain jeudi inchAllah a 20h la nouvelle video... htt…
2	858009971572846592	الحلم ديالي قبل ما نموت هو نبوس يد الملك ديالنا الله ينصرو....😉
3	858010176594608130	ابوي لمن يكون معصب : https://t.co/DU2ZEchxzu
3	858010341866950657	هاو وين تنجمو تتفرجو في ماتشوات الأحد ⚽📺⬇ https://t.co/fD8FGSvkAw
3	858010381301805056	@skeptikoman ولايتا كاين كوفيتير و كاين لعسل لحر و غا جي
3	858010477057761280	@ayoubmassafi هههههههههههههه لمهم قبل خمس دقايق كنتي لابس جلابة
2	858010477850394632	رعيت قدرت صغير قبل كبير فيها  سويڨر شطبت بش يفضل سوم قد ما شاريها — feeling calm
3	858010542195310592	RT @reemfh37: "مرات من شدّة إن الكلام ماعاد يفي بالغرض تحس ودك تطلع قلبك وتحطه بالمحادثة وتقول هاك الشعُور وهاك النبض أنا ياما حاولت أشرح ل…
3	858010723217264641	@Souulaymaa دابا غاتبدا ميطا التانية   الرياضية
2	858010746092957697	يا طير سلم واملاء فؤاده بالهنا ياطير لو مريت في دم مسفوح وقف و بلغ صاحبه بالشهاده ومن جرحني قله اليوم مسموح إلا الوطن ما بش لجرحه عياده
2	858010905656926209	بدا كالبدر تُوِّج بالثريّا غزالٌ في الحمى باهي المحيَّا  رماني باللحاظ فصرت ميتاً وحيّا بالسلام فعدت حيّا... https://t.co/IY8M0xVMRY
3	858010945481736193	هادوك الذميمين القصار الرقاق لي فاش كانو الناس كيتصاحبوا و يعيشوا الحياة السعيدة كانوا هوما كيعيشو الفقر و... https://t.co/9IYkkgxc4d
3	858010965824155649	زعمة واش حامض ولا كايجي مزيان ف شلاضة https://t.co/FxebfitM1D
3	858010980034412544	RT @Board44On: مبقاش اي حاجه ليها طعم ولا بقينا نحس باي حاجه حوالينا سواء حلوه او حتي وحشه تحس ان الاحساس تبلد زي ما نكون بقينا موتور حديد…
2	858011383895642113	مش عارف ليش ديما نعاند واخرتها نقول باهي https://t.co/1dViQnm3bl
2	858011444457222145	الرجولة أو تفرشيخ غا مع لفراعه ديالك ..l.. https://t.co/ih1vfSnEpr
2	858011459070111744	متحاسبنيش علي كلامي طلاما نتا اللي خلتني اقوله.
3	858011488501592065	@RimahAchour الستيليست ديالو خاصو الكيّ
3	858011563051102209	@saadbusahl لعند توا مش باين .. بس إن شاء الله غادي
2	858011588565008389	@MAlghzeer غدوة عندنا كورس :(
2	858011669607350272	@lolocat04004739 واگلك هاك شوف جفاك شوف شسووه بيها جفاك
2	858011752298156033	@djojou98 حطيتهم مقابلين بعضهم بش يصدمو في بعضهم و يطيحو في غيبوبة و نرتاحو من رهوطهم 😂😂😂😂
3	858012206063124482	فاش يقوليك صيفطيلي تصويرتك واقفة متسرعيش و تقولي لا يقدر يكون باغي غير يفصل ليك جلابة مثلا وحشم ههه — feeling فاعل خير
3	858012212031610881	في إفريقيا المتحضرة و بضبط في شكوبيستان بعد نوم داير كي شكوبي تنوض تغسل وجهك بطرف صابون تاع الحجرة و ما منعرف من... https://t.co/wVmZUZY7AP
3	858012401257644033	الفصول الاربعة و تلفتلهم فهاد البلاد كيفاش حنا ماتتلفلناش..!🐸
2	858012516718452736	@Ulusoyist4ever @noorkasem9 صافي كل واحد كايشوف الحاجة من وجهة نظرو و دابا لنفرض فيهم المشكل علاش ما كانلقاوهومش مز… https://t.co/4jJsXwu3MP
2	858012573421228033	هاكو شوفو شوية من داكشي اللي كانطيبو شحال هذا جديد #رضوان_برحيل مع #كومي و #ديجي_فان… https://t.co/qb6sD1UFgA
2	858012704812011520	ورى ماقبلتوني يوم سجلت هاك الحين #الدفاع_المدني
2	858013008181833728	نجي هنايا بش نشوف حاجات واقعية فاااا المفروض ما حد يحرقلي دمي ويجيب حاجاته اللطيفة لتويتر!
2	858013103820349440	دابا الى شعتو الجديدة ضد في الوداد غادي دي ليكم الرتبة 2 الى لا غادي ديها الوداد قبل ماتش أخير هههههههههههههههه
2	858013120735965184	@moustafakamelm تريس وتمهل ولا تندفع فعلاااا 👌
2	858013432997699586	RT @Domico_: - اديني معاك = لالا انت قرمتك كبيره - ياخ بشيل قرمه صغيره = خلاص هاك - ..... https://t.co/EqILQvAgYy
2	858013732001153025	علاش البرد كيضربنا؟! حيت مقادرينش نضربوه 😷
2	858013779308752896	@WaffaaIkhlas @miral_tasnim ايه و وش تستناي يعملو لي يخرج علينا احنا😅 طبيعي هوما في خدمة مصلحة بلدانهم
2	858013994816327681	@Hadieesta صحة ليكم والله  والله محرومين احنا .. خليكم غادي قد ما تقدروا 😁
2	858014073648287745	خونا " عمر " لي توقّف في آخر ماتش توة عندو سنين من راس الطّابية ما خرجش. ما يخرج كان بش يبحّر و يشيخ ولّا يمشي... https://t.co/fJHmjw01nF
2	858014328355770373	هاك كل اللي تبي مني وهاتك   يا أنا : وياك .. يا كلك : معاي
3	858014769114230785	@LDyOCmiY8UDNlBN واو مسساء العشق زوينه ديالي كنعشقك بزااااف💋
2	858014881991282689	صادم وبالفيديو..بطل رياضي مغربي في كمال الأجسام يحذر الشباب..ها شنو غادي يوقع ليكم بسبب البروتين https://t.co/L3aqxlLhDu
2	858014947787370496	@esso_zubi ودايرين سفنز فالعشيه باهي 💃💃
3	858015021439254528	RT @saad1466: يسعد مساء الي فقدني من الناس  لا غبت يفقدني ولا جيت /هلآ '  يا سيدي قدرك. ع.العين والراس   هاك القصيد وفي قصيدي تسلا
3	858015387245580289	@CherguiDoaa1 @noorkasem9 شكون قالك ما تيدورهاش! راهم بزاف دايريت لي كونت مزورين
3	858015622101438464	@ramzi_koko2016 @thegift12 ياالقحبة انت بزاف عليك توصل لنا سير فحص دم واقيلا عندك السيدة انت وامك
3	858015648965951489	RT @rassdmaroc: العياشة ما غاديش يقدرو حتى يدير جيم وبارطاجي قالو ليك فوطوشوب هههه  ايوا دخل وتشوف الفوطوشوك كيفاش داير !!! https://t.co/Xb…
3	858016181768400896	يالقديم علاش ترقع😡😡 .... درت جديد وطرف مصقع😂
2	858016196855255041	RT @767bakaliYoung: علاش المرأة المغربية محبوبة في كولي العالم حيت هيا تقدير الزوج وتحترم اهلو وناسو عطوفة حنونة ام صليحة مربيات اجيال هيا…
2	858016294268006400	@Elmnafi93 واااااااااو باهي انت راقد راقد معناها بلالك منه الغضب
3	858016309493280769	ودي اشبح فيك واروي عيوني منك شوف أثر حتى العين تضمى ويرويها النظر ؟🍂
3	858016402082594816	#العزابي يشبه #النداء بالناديالافريقي.  جمهور الأفريقي كارو غدوة يجي للمسيرة باش يفهموه قدرو.   #مانيش_مسامح
3	858016489529630720	#تونس الدولة الوحيدة في العالم اللي تلعب على أرضها و ضد #جمهورها أخخخخ تفووووه على هاك الميلفاي . ڨفصي ولد سوڨ #الرخ_لا
3	858016496072765440	@Zotob_ امشيو الجنة لي فيها كلشي غادي يسعاو
2	858016550380503042	RT @H_eldressi: السعاده انك تنوض علي بنة بطاطا مبطنه
3	858016699081162752	J'aime une vidéo @YouTube : "قنبلة بلال الصغير( كيفاش كنتي ) 2017 Cheb bilal sghir" à l'adresse
3	858016745788985344	2-1 التقواس بدا يعطي المفعول ديالو 😍😍
2	858016759345016832	واش تسوى الدنيا بلا بيك مين خسرتك صامطة قاع الله  الله الله يقدرني يقدرني علي نسيانك نبرا شوية من ..🎶💔🎊 #الدلو… https://t.co/HlVYsdT9OS
3	858016835475836928	@zaxesic @iM4NB_ @t_donkeys هاك 1% اكمل نصف دينك👪
3	858016857273626625	مع الاسف😢😢💔 ماتلقي نهااي😂😂  Ben artik Seni seviyorum https://t.co/tjyGiIAILe
2	858017128812826624	@ZaidyNd @Nina19950121 ويييه باراكا غير الرازيق هههه توحشت شي  نحضر عرس ريفي 😳
2	858017220118663169	كي ولاو المشايخ يقراو عند الدولة شوف كيفاش ولاو يفتوا https://t.co/zmslmZn1Mq
3	858017325433356288	@Jbilou__ @CocaCola_Maroc مزال عاد غادي يحدوا معيا الهدية
3	858017679906680832	@karimOUTTA @_bourar @Zotob_ نتا قمايري صحيح مبروك النجاح
2	858017696562262017	@HooMii8 نه داداش حرف بسیار زیباییه
3	858017716741038080	وا العامري! دخل أرمومن باراكا من العياقة
2	858017833808265217	@nalut17feb البيئة غادي والناس اللي تتصنع في الرقي مساعدة على تفشي الغلاء
3	858018185811025920	@Nina19950121 @ZaidyNd ان شاء الله علاش لا 😏🌚
2	858018206233104385	@K7al_L3afta @mrjakehumphrey عادي باه كان كيلبسو غي الجلالب  و سراول دالثوب دابا كينتاقم عادي 😂
2	858018467789844482	#النهضه_نجران صااالح الزهيري الياامي  صاحب شيله شوش يابن الذيب ويام لابه ودوله  @alzhirri
2	858018664154583041	حنل دابا مشركين بالله .؟! انا بعدا كمغربي .اقسم بالله منسمح لك حتى لغدا قدام الله نتحاسبو انا وياك على هذا التهمة ل… https://t.co/By5CMODm9k
2	858018952374611968	طيعي شوري اتركيها مرايتك  هاك عيني شوفي حسنك لو تبين .!
2	858019029147164673	@ZaidyNd @Nina19950121 مارا ثاسناذ اتاياذ ثيراوريوين ثاسناذ اتشاذحاذ واخا مرحبا بيك 😂😂😂
2	858019037196029952	@FCB__CP5 دفنقي يقلبي في بنات اخوانهم يودونهم في بنات ابائهم في بنات ازواجهم   وقيادة المرأه مضارها اكثر من منافعها
3	858019062030491648	@Moe_eljwhri باهي حمدالله كنت نحسبك هديرلي بلوك 😂😂😂
3	858019408198987777	Fallen angel - sun yuan  واخا دار ليه الجناح ديال الدجاج لبيض https://t.co/Oo8hCHKqYf
3	858019444840427520	@int10000 كيف صعب مافهمتش .. مالا علاش جايبين سونينغ كان صعب عليهم يدفعو 150 ! الميلان الي اول صيف ليهم توا شبه بيدفعو 145 مليون تقريبا
3	858019788676890624	متخافش كون #ما_تسوطيش يطبعوك  ما لا #سوطي خير و اعرف كيفاش طيح...
3	858019980989915137	#الآن #النقل_المباشر  #المقاول يفتح من جديد "#المقاولة_العقارية ". كيفاش نحفّظ الملك العقاري ديالي ؟ آشنوهوما... https://t.co/PFuiUaen4R
3	858020000698957827	@ennaharonline الروبورتاج تع قناة المغاربية وقتاش تحطوه ؟
3	858020139182280706	بجاه ربي فسخوها حكاية حرقان الدخلات من مخاخكم  وليناشي كيف جمهور الافريقي زادا ....الي هوما كل دربي الحاكم... https://t.co/wFx8uQr1Nh
3	858020270019403777	RT @Chaymae_Et: @HomamAgeel كان علييك تحط مين اكثر غباءا. جهل و غباء الله يستر هادشي علاش العرب ديما ايبقاو في المراتب المتأخرة  https://t.…
3	858020272577933312	#ماذا_تعرف_عن_المغرب واخا بلاد الفضول وتبركيك ولكن منساوش الخيرات ديال هذ البلاد ✌🏼🇲🇦
2	858020425133162496	أحبّكَ الانَ .. لا أدري مال غدي فَدع سؤالي عن الآتي و هاك يدي لنا من الحبِّ أن نحيا دقائقهُ  كأنها العمرُ ممتداً الى الأبدِ .
