label	tweet_text
GLF	RT @Abdullah41x_: مادري هم يعرفون بشر وانا اعرف حيوانات ولا شنو ب الضبط ؟ https://t.co/Qk9GV9ikir
GLF	@mu__O9 اخرس البلا فيك ماوضحت وش قصدك🙂.
GLF	@m7i7_ @MOAIDOTB @ffiiox @Sdfghd7Sdfghd @8272Band @alnaeefh1 صحن من ربعنا ماعليك من البزر
GLF	RT @Boskndr_: شكلي اذا دخلت أيدي بجيبي و ما لقيت لا فوني ولا بوكي https://t.co/XXArKbJCFQ
GLF	اموت ۈاعرف بس وش جاك مني   احد على تعذيب قلبي موصيك . ما فيہ احد كثرك بقسوه طعني  وانا أللي دوم اقول فيني ولا فيك
GLF	RT @roo7o_R: #كلمه_من_قلبك_لاسدنا  يازعيم الطيب ولا ياعقيده انت ياشيخ المراجل والكرامه سعد منهو حطك حساب برصيده في بنوك المرجله ولاالشهامه…
GLF	RT @s__32444: والوجيه اللي تبسم و تطعن من خلاف داريٍ بقلوبها لو مانيب اشوفها ِ اشهد ان به فرق لا قلت فالوقت اختلاف و النفوس القانعه ما تعبد…
GLF	RT @m1s2f3r4: كأنك ! تكابر بـ التغلي ولاتبت  فلا تصير إنسـان للـوود جاحد  بـ تعرف لامن غبت عني ! وأنا غبت وشلون موت اثنين في وقت واحد
GLF	RT @sultan700090: الوشوشة لهجة أهلي يوم اوشوش وأحب حرف الشين من بد الأحرف أطرب على لهجة ربوعي وأشوش ولا أحب منهو في كلامه يحرف . . #وشوشة #…
GLF	مزيونة الخدين من دون مكيااج ~` ما همهاا المكيااج وآخر موديله ؛ ؛ ؛ وعيونها للكحل وشلون تحتاج  الكحل ما هو للعيون ال… https://t.co/Y6ObZFZqfQ
GLF	RT @Rhooof1416: ❁♩' ء   م ينعرف  فيء هـَ ﺎلزمن  منهو يبيك كلن يــدور  التسليـهہ فيء  حياتهہ !    🎼🌸.  #حكاية_قلبي_للدعم #قروب_سمو_الابداع
GLF	RT @9583M: @mohra199411  لبيه يبعض العرب كل ما طل يتل  قلبي تل واجيــه كلي يحل معه الود من وين ماحل أفرح إذا شفته و أرحب وأهلي… 
OTHER	مين هوا ده ؟؟ #الدلخ https://t.co/5GrwiSrMFs
MSA 	RT @saudigamer: ألعاب الطرف الثالث تُسعّر بزيادة 10 دولارات على نينتندو سويتش https://t.co/cLQMeehhOh https://t.co/VLSXqrjqAl
GLF	فيه ناس من كثر ماهم طاقة سلبية وكآبة وضيقة صدر ماتحمل اقعد معهم دقايق،وفيه ناس يالبى قلوبهم ودي الزمن يوقف وماتتحرك الساعة وقتهم سعادة🎻🦋
GLF	وشلون انجح بدون م اذاكر؟؟
GLF	@ThisN2iF شتبي !!! حتى حبيبي مناشبني فيه فكني يخوي
GLF	RT @iAkuwari: الضيقة اللي منعتني عن النوم ، الله يسمّح درب منهو سببها ...
GLF	RT @g__al90: ارجولها ميبسه نفس غصن الشجره للي واقفه جنبها امحق غزل  😂😂😂😂💔 https://t.co/c5W9VlyGBE
GLF	RT @Mnoooo86: فرصه دحين في الجوامع والمساجد والجمعيات،مشروع افطارصائم والاجمل لوعملنا في المشروع بإيدينا للفرح والشفاءأبواب كثيره والتطوع ا…
GLF	@Nf__0x منيب قايله خلاص
GLF	شنو الحلو بشرق فهموني🙂؟
GLF	@Hevin_10 والله مدري كذا فجأه والشيله اسمها اهجد اهجد 😭
GLF	@fayez_malki @fd2030 كلكم مابالحمض أحد ... والله من زين المواساه .قل خير والا اذلف ...كرههه ..اشخب ...
GLF	@naef777_abo @SakerSport   يا سطل منهم حنا اللي رافعين قضية ؟   النادي ؟ رئيس النادي ؟ نائب الرئيس ؟ عضو شرف ؟  منهو اللي رافع القضية ؟
GLF	@Dragonx72 عاد الذبان ملقوف يجي لين عندك 😂
GLF	@Kpop20689921 اجل لا تقولين انتي اللي جيتي دامك عارفه انو انتي اللي جيتي+تحسبين يعني انتو م تسكتون ع اوببكم واحنا ع… https://t.co/nDEk75JpSz
GLF	@amer_al_lafi @ARTIST_NFC لا يخي وش فيك انت هذي بطولات النادي اجمالي
GLF	هذا الي من جد كل مايكبر يزيد سحره مو طبيعي رونالدينهو ❤️❤️❤️ https://t.co/CRWqfR61iH
GLF	بسم الله الرحمٰن الرحيم الحمدالله ياربي استغفرالله شنو هذا الله ياخذهه ياحظ سوزي 🔥🔥🔥🔥🔥🔥 https://t.co/fsLN4ILD8g
GLF	@mzuona23 انا كاش وجاد وربي وسعودي دوبي واصل ممكن تجي خاص ي عيني
GLF	@khalid_il @allahim المهم اللي بيشتري له شماغ ولاّ شي ينقّي يشوف اللون اللي يناسبه ههه
GLF	@ahmad_Algarrib   شنو الفايدة  ان الحكومة توفر الكهربا والماي للمدينة وتهمل المجاري اللي يحتبر خطر على المواطنين والبيئة
GLF	RT @SaadAlosmany: يم داركم مريت امس  جيرانكم عدهم طفل  كلش وكح غنالي ه راح الولف  المن تمر يم دارهم  ذبيت حسره ع درب بيه اختنك خشم الهوا  و…
GLF	@MessKlooode @Lfc_imamu @DR_YA_ALSHEBEL @DrAlshebel @Dr_M_Alfaisal @Falsubaie1 من جد كان يوم رائع مليء بالحماس والتفاعل 🌹
GLF	@abdrehman31 تستهبل يازين النحف والسمنه بس
GLF	@ie_mxm من جد 😂 👉من الصالحين
GLF	' ' ' ' ' ' '  لبيه ي بحة حبال الشوق ي مشتاق لي
GLF	@6n_bp بشويش 😂بينفقع صرك
GLF	@nf1713 @naifco @SaudiMOH @tfrabiah هذا يتريق كلب من كلاب الليبراليه
GLF	# مزيونه الخدين من دون مكياج م همها المكياج وآخر موديله  وعيونها للكحل وشلون تحتاج الكحل ماهو للعيون الكحيله https://t.co/wDUJW8VMPq
GLF	@meftah_nour خخخخخخخ بابن هبال
GLF	@JustMe1187 شنو جو مدن الجنوب هذا 😂😂😂
GLF	RT @SK2_4: أوله عليك وتحسب إني نسيتك وشلون أبنسى شمعة القلب والبال لوغبت عني في عيوني لقيتك مثل النظر للعين في كل الأحوال.. #ياعيوني ♥️
GLF	@iikox50 @h6ZXi @waleedalfarraj @ibrahim_albkeri @mohammdfoudah هههههههاي نحب البنات شنو نسوي
GLF	@Reema5llll كشخه ذي شعرفك
GLF	شباب تراني حساب آجير امشي بالريتويت ،، قولو شنو تبون اسولف عنه وازهلو الفائده طول ما الريتويت موجود.. اذا انقطع الريتويت افيش واخوض بالاعراض
GLF	جد من حقه يحب ويشجع اللي يبي بس نبغى العدل وعدم تحطيم الشباب لان يهتمون في رأي كثير  #كيلو56  @abuaalkarim https://t.co/IZs6G6aNmN
GLF	RT @abo3zam_39: ♩♡  قلبي على موطن عيونك هدآني حتّى امتلى قلبي ، مشآعرنبيله  وشلون امثّل قلبك ب شّي ثآني وانت المثال لكلّ حاَجه ( جميله )  #…
GLF	الله على الأيام وشلون سوّت
GLF	RT @Amown99: لو تدور ما تلاقي منهو غيري يموت فييك.
GLF	RT @YouSeF_RM11: أبي اللي يقول زيدان بس عرضيات  شنو رأيك بالمليون عرضية للسيتي والمشكلة كلها غلط
GLF	@AilOul94 الحين هم من جد يتضاربون؟
GLF	@araa9999  وليد عمل هوشتين مع احمد واخطا على احمد واعتذر وعزوز عمل هوشه مع احمظ بس عز طيب وفواز ما عمل ولا اشي طيب هو وفيصل واحمد
GLF	RT @hajrih_8: اذا الاعمار لم تمنح بكره؟  ايآ نفسي تباهي وتمني  ---------------------------------  عسى الله يحس خاطر من يحسش  ويلعن جد جد  .…
GLF	لبيه يا أطهر من وطت رجله على قاعي هلا ، لبيه يامن لايُجاب من العرب إلا إليك 😴🎼❤#أمي
GLF	RT @jra7_q8_: يغار « قلبي » كثر ما تحبك النــاس من طيبك أعذر كل منهو « يحبك  مادام كل الناس ترفع بك الراس أنا أول « إنســـان » وقف يفتخر بك…
GLF	من جد ليش مايفتحون كازينوهات ومراقص نبي مراقص منطق الاخت عهود سليم https://t.co/VUbAY312JW
GLF	@fadfor00 @samar12356 @alalam_news يامريض طرف شماغ سيدك يسواك انت يكرمون الهواشم والملك عنك يا ذليل
GLF	ياصاحبي لا غاب منهو تودّه خله يغيب واياك ترسل مراسيل اللي يبيك صدقني قلبه يرده ..
GLF	منيب قايل شي يلا 😂😂💔 https://t.co/ayXQVD3LQf
GLF	@Joaotinho_8 شفيك انت مانيب فاضي لك طارديني واعلن لكن بعدن
GLF	@rals89 اووو شنو طوط جا في بالي اشياء كثير😰😰
GLF	#النصر_تاج_الانديه_السعوديه صحيح قوطي أصلي وش دعوى  والدليل 👇😂😂😂 https://t.co/ak9kQmql6i
GLF	شاهد حفلة الدخلاوية 1 ( فيلو وشاعر الغية وتونى ) 2018: https://t.co/aXKzSSeAMW عبر @YouTube
GLF	@kdj_h7 @3liNose شنو يعني غولة 😅
GLF	لايعه جبدي من جميع البشر
GLF	RT @zaina_75: شنو المذكره شامله كل دروس التزامات الكتاب الثاني الدروس المفروضه ؟! @LSA_ADV @motahedoon @Mostaqilla_Law
GLF	شنو سالفه البث  شو الفيس متروس بس بث 😭😂
GLF	RT @also__7: خاطري سامح وخابت هقوتي وظنوني مثل طيرٍ فارق  سبـوقه وفـارق وكـره
GLF	RT @2010Alhaooy: يانادرن في وجودك والنسب شمر لبيه يالي ملكت الروح واقصيته  غصبتني بالغلا والجوف لك ثمر من قبل قلبك ينادي بالهوى جيته  #بقلم…
GLF	@Me_1_55 شنو طريقة الفاصل؟
GLF	@illlnu ههههههههههههههههههههههههههههههههههههههههههه من جد والله😂😭.
GLF	@F0q8_ وانتي شنو يعني
GLF	@Que6n_ كلها وشلون لا تسالني
GLF	@Iab_1994 لا هقوتي ذي خطة من رستم عشان يبعد الشك عنه
GLF	شنو مشروعكم اليوم.....؟😉🚶 — امواجهمم🙂 https://t.co/GO0RJtfR50
GLF	@Reem37Al أنت الغلا والوقت دونك ولا شي وأنت الوله والروح تآمر عليها  أن قلت لبيه أذوب كلي وأنا حي وأن قلت أحبك راحت… https://t.co/xdPOfiPfM4
GLF	RT @shatar_95: - اكو أشكال ثانية للورد! - مثل شنو ؟ - مثل خدودج من يحمرن خجل 💗.
GLF	بالجد ماعرفته اقول شنو ? المهم كلام حلووو كتير كده * وقلوب قلوب قلوب
GLF	RT @3themen_: شنو عندك العاب بتليفونك؟ https://t.co/upKW5kVKA7
GLF	بس إنت علمني الجفى دام عجزت أعلمك الوفى  علمتني السهر وشلون أحبك .. علمني كيف أنسى !
GLF	هههههههههههههههههههههههههههههههههههههههههههههههه ذكريات ذا العقال 😭😭 بمقطع معاذ راجح كان يهوجس بقصيده 😔😂… https://t.co/OIcUrKW21P
GLF	وصلوا الهاشتاق هذا ترند #النصر_كوشة_الموسم ، #النصر كوشة #الاتحاد في كاس ولي العهد و كوشة الباطن للبقاء في الدوري والخميس هو كوشة #الهلال
GLF	@Theweirdkumi خيعر يبوي شتبي هذي
GLF	@reexs21 @Maryanodli طيب تستهبل بس مو بالتاق
GLF	والاشد ، بالامس كنت معزوم عند رجل كبير سن جالس يتابعهم ومتحمس معاهم ! والوالده تقول هم كذلك يتابعونها وتاركينا ؟ . مبزره سوشل اعطوا فوق حقهم
GLF	ترى وقاحة تدخل علي ناس خاص وتسال انتي هاجريه اصيلة ولا لا جد عيب وهالامر ما يخص احد بشي ولا تهم الاجابه احد شنو بتناسبوني
GLF	@FIGO_TJ هوا ينقل بين السامسونق والايفون ولا ؟  خلاص جربت نبي ناخد نن بنت ريكورد ملقتنيش ومعرفتش شنو اندير بيش تلقاني
GLF	@algassabinasser ارخص م رأيت من الناس ، افعل شيء يعدل حياتك ويستقيم به حالك ، م تصلح الا في طاش تستهبل مثل السبيكة غيره انت فاشل جداً ..
GLF	ياجماعة ودي أعبر لكم عن شوفي بس النت مايساعد!!!!!حتى التويت ذا مدري وشلون نزل
GLF	👍🏻 لا أكيد ماعندهم مسؤلية وأهتمام ولا يخافون عليهم  .. https://t.co/fMP17jD6MH
GLF	بنات والله لو جد شارك انا بموووت من الفرحه بمووت😭😭😭😭😭😭 https://t.co/9bWEmoZ6an
GLF	عيل انتو شنو تعرفون من الاسلام ! اصلي و اصوم مسجد و ماتم؟ 🙂
GLF	RT @Khaled__5122qq8: والله إني ليا شفتك وأنا مستضيق   كنك تـقول لهموم الخفوق الخلا    اعشقك كثر زفرات الصدر والشهيق وجعلني من عيونك يالغلا…
GLF	@7mode662 @LastModded  لا سمعت ايوب قيمر يقول عمرة 16 قبل سنة اكيد دحين 17
GLF	@wilayahinfo امحق من عزه أشهد نك كذاب ومنافق وصفوى ملحد أن قابلتك وقتلتك فأنت في النار وأن قتلتنى فأنا فى الجنه وهذ… https://t.co/TGL1jjSGos
GLF	#افتتاح_السينما_قريبا  آخرتها يجيك طعس يكتب قدام الكرسي ذكريات أبو طَوْ وحمودتشي فلم مسدسات وعبيد 👨🏿🔫   ٢/٨/١٤٣٨
GLF	@Ako_mthli صج شنو 😂😂😂😂 تحمست 🌚
GLF	عندنا ولد مهايطي بعائلتنا ماخلا شي ماهكره حتى الستاره سبحان الله هكره
GLF	@ll8li_ وشلون تتنفسين صداع 😂!.
GLF	رحت المول قبل المغرب توي ارررررجججععع من الزحمه الشعب  كلهم قاعدين  في المووول شنو ذاا
GLF	@AboShla5Libraly الخلاصه انا ولائي بدا ينقص بسبب هالتصريح اجل وشلون اذا فتحوها وبدينا نشوف نساء المسلمين يتراقصن ويتصورن مع الفنانين
GLF	RT @dooda4013: #صويلح و #علي  ♥️👬😿 شوفو جمال هالمُنتاج👇🏽🎥 بفتره قصيره كونو افضل واجمل اخوه وصداقه😴💜 الله لا يفرقهم 😿 ابي صديقه تسذ… 
GLF	RT @sada_aashg: حب الكلام يموت لوعاش لحضات وحب القلوب يعيش لوكان مدفون                       وانا من الثنتين في كل الاوقات ماشفت منها حي بت…
GLF	هيا في حاجة صايرة لكن مازلت مشعارف شنو قلبي مش مطمني 😂😂
GLF	لاعت جبدي زهقت حدي
GLF	قل حنا كوشة الهلال يوم الخميس وابشر بأكثر🔥 https://t.co/OV0bt4cSqx
GLF	#fazilethanımvekızları البنت تجنن بس ياريت يخلوها تغير لبس فاطمه الذكر نفسي سنان يشوفها وهيا كشخه 💔😭 https://t.co/iBJ2j2oih1
GLF	@NodiiElobidy_ لصقي لصقه ع عيونك وديريه
GLF	RT @elshmalketbi: وشلون تدري بـ فقدي لك وتتركني ؟
GLF	RT @muna_almuqla: مجتمعنا 🙂  اذا قلت لهم نبي نروح المكان الفلاني  تصير  أنت  المسؤول عن كل شيء❕   حتى لو يجي هواء قوي يناظرونك  أنا وش دخلن…
GLF	#حنان_فلاح_فخر_حرب انشهد انها كفو وبنت رجال عسى من رباها للجنه  ماقالت شكلي غلط بينهم جد شي يرفع الراس اللهم يارب اجعلنا من متمسكات بالحجاب
GLF	غريب والغربـه ماهـي غربة أوطان غربـة فـكـر ماتقنـعـه بعض الاعذار وشلون يبرى الجرح وتغيب الاحزان دام الجسد في دار والقلب في دار💭
GLF	@Mr_ksa9 @HashKSA @s2s2997 الله يخليك قلي انك تستهبل بس
GLF	RT @Mohammed_Bawi_: مش لازم تدير روحك عميق و الا نكدي والا فستري ،، شوف شخصيتك شنو و اكتب بجوك و لو مش قادر دير ريتويت و انت ساكت !!
GLF	RT @Renad360: مَ بين شرهات القبايل انا ابيك ،  فوق السلوم و فوق خشم القبيله.💕🔔💭
GLF	@JuneMajestic شنو جابها هذي
GLF	ساعات احسني ما استحي على ويهي ولانتفهه🙂💔!
GLF	RT @llQ__l: @Rnosha___  • شنو متوضية بورد '! 🌸 • شگد جميلة وطاهره حساب رائع  ورده خلوقة حبابة😻👌الف مبروك رنووشا 200kشاهدين لك❤️ https://t.c…
GLF	RT @mhrt2015: لبيه ياروح الغلا وانته الشوق يامن حضورك يجعل البال رايق  الشوق غنى لك قصايد لها ذوق واخترت حبك من جميع الخلايق https://t.co/x…
GLF	@Khaled_ca وانت ابخص طبعا 😄
GLF	@Spy_GM  شنو اللي مش راضي يفتح معك السيديا او شنو
GLF	⁧ ⁩ لبيه يا داعي الشهادة والإيمان لبيه يا داعي الشرف والبطولة لبيه ياسلمان وجنود سلمان لبيه يا معنى ثبات الرجوله
GLF	RT @ahmed_el3tawy: بشويش ف دمي بتبقي ماشية ف كل آخر ليل طويل زي الدوا .. 💙
GLF	RT @fghh505: ياما فقدنا منهو اغلى من الروح​ ​لكن عشناعقبهم غصب عنا​   ​هذي هي الدنيا مسرات وجروح​  ​محدن يحقق .. كل ماهو تمنا​ 💔 https://t.…
GLF	ما تستهبل .. أذكر فيه بنت كنت بمول و مافيه قصيده غزليه الا وقالتها لي https://t.co/iq5to78MpH
GLF	رسمياً  النصر بطل للدوري السعودي للناشئين بعد فوزه ع الرائد ٥/١ وسوف يكون التتويج امام ناشئين #الكوشه عاد ما يحتاج… https://t.co/g1FYvYmiXj
GLF	@AbuElbanaat @N__a8 من جد شي مبهم
GLF	@0o9990o من جد مسؤوليه اسرحها و اروحها و اعلفها و اسقيها وانتبه لها من الذيب و الجعري 😂😂
GLF	RT @mhrt2015: #شتقول_لشخص_تغير_عليك  ماعاد لي خاطر وﻻ عاد لي نفس وﻻ قمت ادور وصل من ﻻ يجيني ٠٠ من قرّب بخطوه اقرب لہ بخمس ومن هو تغيرر عمد…
GLF	@AjelNews24 @ajlanbros والله تفشلون خبر عاجل واخرتها شماغ العجلان
GLF	@F10_M9 ممكن افهم شنو هالافتار
GLF	انا:الكلام دا مش عندنا في مصر ليه ؟! عقلي: انت اصلا عندك حد تبوسه ؟! انا:لأ 😅 عقلي: امال بتسأل ليه 🤜🏿👊🏿 https://t.co/sLveUluoXp
GLF	منهو عشق عينك ضنك بيتوب😍؟؟
GLF	RT @reemalshimre: محتاج لك كثر م احتاج ل انفاسي عرفت وشلون لأمن قلت محتاجك
GLF	@jasmino000 يبه مر ست عشرا يوما كنها سنه مدري وشلون صابر😭😭😞😞 https://t.co/f4Q1UygfWT
GLF	@dhai_f7 شنو يعني منت بهين 😞
GLF	RT @h_n4s: مزيونه... الخدين من دون مكياج م همها المكياج وآخر موديله وعيونها للكحل وشلون تحتاج الكحل.. . ماهو للعيون الكحيله. 💞
GLF	@xPrinC1 اوهه صح قبله تاتا و في واحد مات مدري منهو توي اتذكر والله 😂💔
GLF	اللي ياكلون اكل ياباني من شنو مصنوعه معدتهم 🙂
GLF	RT @aboryan11111: إحذر تخاوي منهو بالوجه رجّال خاو الذي لا طحت تفـداك عينه  السيف وهو السيف أنواع و أشكال سيفٍ شطير وسيف بالبيت زِينه #يدل_…
GLF	إبراهيم صالح متوهق مايعرف يقول شنو 😂 #باب_واحد
GLF	قالوا تناسى ماورا المقفي فود وشلون بنسى من ملكني هواها مو مشكله لا شيب الراس ياحمود المشكله لاشاب قلبي وراها❤️
GLF	RT @umsultan1400: تبي الصراحه ما عرفنا نواياك تشد الحبل ثم ترجع و ترخيه  لك مدتن وانت تكرر خطاياك  مانيب جاهل تزعله ثم ترضيه https://t.co/X…
GLF	@gothamfar حاسب الذي طلع الحمار عمر الحمار مايطلع رئيس من نفسه شوف منهو الحمار الذي طلعه ههههههههههههه
GLF	RT @AlBaderQuotes: مانيب انام مدري الظلام فيني .. او الدنيا ظلام لو مد لي طرفه بسلام كفٍ اصافحها وانوم همٍ ينسيني الهموم يا هاجري قل لي علا…
GLF	@bdxulla غثيث انت واشكالك فاهم
GLF	@Afaf_89 عفاف ممكن سوال ملقوف شوي بس لاني من زمان اعرفك واحس فقدت رابط .انتي فين عايشة لان فهمت من فترة تاركة الطايف وبيت اهلك
GLF	@rakantime تستاهل لانها كيوت واليفة عاد مادري شنو ورا الكاميرا
GLF	من القحبه الى بتقوم زبي  #قحبه #منيوك #سالب #فحل #خنيث #معرس #ديوق https://t.co/uMJhF1pbuT
GLF	وانا اصلا البخليني اتعامل مع النوع دا شنو ؟! https://t.co/6mAAnaIKhq
GLF	قال لها هل تتزوجيني😍💛 فاغمي عليها من الفرحة ولما صحيت حكالها  لو بحكي عن جد شو كان صارلك😳😳 فماتت بجلطة دماغية الله… https://t.co/IlZ5kAIvdv
GLF	@alajmidr مسكين منتم وحدكم ولا بتكونو فهمت يا غبي درس ؟وانتم مجرد صبيان دحين فارق وبطل تعيد نفس كلام
GLF	@N11I7 ههههههههههههههههههههههههههههههههههههههههههههههههه ياملحه ملحاه من جد 😂
GLF	RT @m0mez: - رآحو وانا قلبي ، عن دربهم مآ تآب ، - آغليتهم من جد ، بس آوجعونيء .  #بيسيات_عتاب
GLF	RT @Kaarreemm_m: و كلام الهزار معظمه جد معروفه من زمان.
GLF	زيدان هل كان مؤثر بالنادي والمنتخب وقتها نفس ديل بييرو  لاء اذا شنو السبب اللي خلا العالم يسوون ضجه عليه بعد كأس العالم 98
GLF	يالبى النماص و اجوائها 😩❤❤❤❤. #النماص
GLF	١٠- أنا أدري راح اوحشك وبكرا عينك تضيع أبشر تراه إنتهى من قلبي ذاك الربيع ماأعيش في هامشك وأكون مثل الجميع أحب من قلب بس أبيع منهو يبيع ..
GLF	RT @Alialdebdab: انت مثل الوقت يقلب بكل حزه وحين// مير انا وشلون ابى اصارحك واصارحه،، ٤/
GLF	@keef_abo هلا بك و الله يبارك فيك  عسى ماشر وش هالاختفاء ؟
GLF	إلي أحدهم  ! بتصدقين وإلا لا  أن قلت لك أن الأصوات تنشاف !!  وإلا راح تسأليني  كيف ! وشلون ! مدري ! بس أنا شفت صوتك… https://t.co/WC4vjv45mW
GLF	RT @jftah632: الا ياصاحبي ليش القطيعه مع الايام صارت لك طبيعه وانا مدري علامك يارفيقي #قروب_ملك_للريتويت #مشرفه_القروب https://t.co/ykJPJrL…
GLF	@AL7LMA @A0500A50 المشكلة بس العريس بيكشك بس العروس مهنا كشخه
GLF	@3_cl13 @fhd8866 اقول انت انطم لا ابلكك😤😡  وانتي شميخه قلبي مااقول فيك شي❤😍
GLF	RT @13X1lryNMfkAfX9: لا شفت أحد طاح : لا ترمي سكاكينك الوقت : دوّار .. لا تشمت ، ولا تضحك  بكرة إذا طحت ، والدمعة : ملت عينك ! بتشوف منهو ي…
GLF	@shylat__alking أكره شيء اذا جاك سالب مهايطي ومسوي رجال 👣
GLF	ینی میگم عاشقارو ازهم جدا نکنیم
GLF	@notekhalid627 م شاء الله عليگ  هذا  وانت بالجو  تسذا  حتسيگ  كيف لو ع الارض  😂😂😂
GLF	@naoalpb45 @eim_07 ههههههههه شكلك باقي فيك محارش من كلمة هانم .. ابد فضلت كلامكم و انا اسحب التايم خفت تقولون وش ها… https://t.co/NHyRKbfjlj
GLF	RT @alemtiaz: جديد #شماغ GF FERRY  من #الامتياز https://t.co/0Zf1fO4W98
GLF	@BoHomoud007 #لوبان وما ادراك ما #لوبان يا بوحمود .. وجاك هادي وخربها عالآخر .. شنو الحل ؟ سب #قطر لين تبرد حرتك عسكر مصر في الخليج😅
GLF	ضاَع الوفئ ولا عرفناَ المحبين وحترت في دنيتي منهو رفيقي
GLF	#الاميره_رماد_الشوق_10k_محب  ٰ من عقبهم عيني تهل العباري  لا دالهن قلبي ولا مستريحه خلوني اسلا ف الخلا والصحاري  روحي من الفرقا تراها جريحه
GLF	@9iiiiP ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه شفتتي ش… https://t.co/Z3s19VuXlC
GLF	@M07rb طيب وش فيك منت مكتفي
GLF	جدا جدا رائعه شعور انك روبوت وتناقزين بين المباني مرره فضيع 😫❤ من جد حبيتها 🙏🏼 https://t.co/Dn7PTKoWuR
GLF	@hamad__of انا اكثر انسان اتابع صلاح واقولك خرطي  عموما  انا اعتقد انك تقصد المشعان وفي الحقيقة كان رده عن المقارنة… https://t.co/rmEW3JxCyI
GLF	@ekdbzhe  بس لا يكثر ￼
GLF	هوا دحين لاي حق مين ؟ حقي اعرف هههههه ، ايش اللطافه دي انا خلاص م عاد بختفي لعيونج الحلوه 😔♥️. https://t.co/w3cQw0pQIZ
GLF	أنا يوم أحب غنية اسمعها ٣٨٤٧٨٣٨٣ مرة لين ماتلوع جبدي منها...
GLF	@Hristo_S8 @Salmanihooo ما عليش لا تستهبل فيه
GLF	@ahme12126 عاد الله اعلم انت تمدح من جد او 😕
GLF	يارب ما خيّبت منهو ..  ترجّاك نسألك بـاسـمائك وعـزّك وجلّـك  تظـلنا في ظـل عطفـك ورحماك في يوم لا ظـل وذرا غير .. ظلّك
